#MODEL			<tabs>	RPM


FUJITSU MHN2300AT		4200
FUJITSU MHT2030AT		4200
FUJITSU MHT2040BH		5400
FUJITSU MHV2060AT		4200
FUJITSU MHV2080BH		5400
HITACHI_DK23EB-40		7200
HTE726040M9AT00			7200
HTS424040M9AT00			4200
HTS541040G9AT00			5400
HTS548040M9AT00			5400
HTS721060G9SA00			7200
IC25N020ATCS04-0		4200
IC25N030ATCS04-0		4200
IC25N040ATMR04-0		4200
IC25N080ATMR04-0		4200
TOSHIBA MK4006GAH		4200
SAMSUNG MP0402H			5400
